recordid	userid	session	trialNum	task	imgname	srounded	sangular	slinear	smovement	spoints	ssoft	srepeated	water	people	plants	food	animals	temperature	scenetype	movement	location	keywords	timetorespond	score	z	trials	timestamp	created_at	updated_at
456	36599c7eff	1	2	gotpsi	p148022	0.00	0.00	1.00	NULL	0.00	1.00	0.00	1.00	2.00	2.00	3.00	2.00	3.00	2.00	2.00	2.00	Red,Geometry,Square,,	58	0_100	0.18	1	2023-06-09 11:36:08	2023-06-09 11:36:08	2023-06-09 11:36:08
457	945e8bb049	1	1	gotpsi	p1054	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	1.00	4.00	1.00	3.00	4.00	5.00	4.00	5.00	See,sand,sky,blue,sunny	110	0	0.98	1	2023-06-09 11:54:09	2023-06-09 11:54:09	2023-06-09 11:54:09
458	945e8bb049	1	1	gotpsi	p1056	1.00	0.00	1.00	NULL	0.00	1.00	0.00	5.00	2.00	4.00	1.00	4.00	2.00	4.00	4.00	4.00	Shore,Risk,water,,	82	0	1.01	1	2023-06-09 11:56:41	2023-06-09 11:56:41	2023-06-09 11:56:41
459	ddd11f4e60	1	1	gotpsi	400006	0.00	0.00	0.00	NULL	0.00	0.00	0.00	3.00	2.00	2.00	2.00	2.00	3.00	3.00	3.00	4.00	Cloud,Sky,Blue,,	100	0	-1.74	1	2023-06-09 12:02:40	2023-06-09 12:02:40	2023-06-09 12:02:40
460	ddd11f4e60	1	2	gotpsi	j0180710	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	5.00	2.00	2.00	2.00	4.00	3.00	2.00	3.00	Face,Music,Dark,,	57	0_100	0.47	1	2023-06-09 12:03:48	2023-06-09 12:03:48	2023-06-09 12:03:48
461	c7391ec6fe	1	1	gotpsi	400095	0.00	1.00	0.00	NULL	1.00	0.00	0.00	2.00	2.00	1.00	3.00	1.00	4.00	3.00	4.00	1.00	Breeze,Bark,Ears,Dish,	83	0	-1.85	1	2023-06-09 13:39:36	2023-06-09 13:39:36	2023-06-09 13:39:36
462	c7391ec6fe	1	1	gotpsi	p87068	0.00	0.00	0.00	NULL	1.00	1.00	0.00	4.00	4.00	1.00	3.00	1.00	3.00	2.00	2.00	2.00	Red,Juicy,Yellow,Glass,	54	0	0.07	1	2023-06-09 13:40:33	2023-06-09 13:40:33	2023-06-09 13:40:33
463	c7391ec6fe	1	1	gotpsi	p87001	0.00	0.00	0.00	NULL	1.00	1.00	0.00	2.00	1.00	1.00	5.00	1.00	2.00	1.00	1.00	1.00	Slick,Create,Hunger,Thought,	76	0	0.85	1	2023-06-09 13:41:54	2023-06-09 13:41:54	2023-06-09 13:41:54
464	c7391ec6fe	1	1	gotpsi	p1056	0.00	0.00	0.00	NULL	1.00	1.00	0.00	3.00	3.00	2.00	4.00	1.00	4.00	3.00	3.00	2.00	Dishes,Silver,Little,Crunch,	79	0	-0.92	1	2023-06-09 13:43:21	2023-06-09 13:43:21	2023-06-09 13:43:21
465	c7391ec6fe	1	1	gotpsi	p10046	0.00	0.00	0.00	NULL	0.00	0.00	0.00	2.00	1.00	3.00	1.00	4.00	3.00	5.00	5.00	5.00	Shadow,Red,Laced,Hard,	63	0	0.41	1	2023-06-09 13:44:51	2023-06-09 13:44:51	2023-06-09 13:44:51
466	c7391ec6fe	1	1	gotpsi	400016	0.00	0.00	0.00	NULL	1.00	0.00	0.00	1.00	5.00	2.00	2.00	1.00	4.00	4.00	4.00	4.00	Thirst,Sneaky,Smile,,	87	0	0.48	1	2023-06-09 13:46:25	2023-06-09 13:46:25	2023-06-09 13:46:25
467	fff8c30e58	1	1	GotPsi	p189076	0.00	0.00	0.00	NULL	0.00	0.00	0.00	5.00	5.00	3.00	3.00	3.00	4.00	1.00	5.00	5.00	people,pool,poles,,	30	0	-0.89	1	2023-06-09 14:07:20	2023-06-09 14:07:20	2023-06-09 14:07:20
468	fff8c30e58	1	1	GotPsi	400076	1.00	0.00	0.00	NULL	0.00	1.00	1.00	3.00	4.00	3.00	3.00	3.00	3.00	1.00	1.00	1.00	book,table,still,,	30	0	0.89	1	2023-06-09 14:07:52	2023-06-09 14:07:52	2023-06-09 14:07:52
469	551ffb1b22	1	1	gotpsi	400001	1.00	1.00	0.00	NULL	0.00	1.00	0.00	1.00	4.00	2.00	2.00	1.00	2.00	3.00	2.00	4.00	bird,plane,fly,,	47	0	-0.61	1	2023-06-09 15:26:41	2023-06-09 15:26:41	2023-06-09 15:26:41
470	551ffb1b22	1	2	gotpsi	p19045	1.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	4.00	1.00	3.00	2.00	3.00	1.00	2.00	4.00	wheel,cheese,fish,,	38	0_100	0.04	1	2023-06-09 15:27:22	2023-06-09 15:27:22	2023-06-09 15:27:22
471	a2f7c8fcb0	1	1	gotpsi	400012	1.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	5.00	1.00	5.00	4.00	5.00	3.00	5.00	snake,jungle,humid,,	84	0	0.52	1	2023-06-09 15:52:08	2023-06-09 15:52:08	2023-06-09 15:52:08
472	a2f7c8fcb0	1	2	gotpsi	p105000	0.00	1.00	1.00	NULL	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	1.00	2.00	3.00	abstract,colorful,vibrating,,	61	0_100	-0.14	1	2023-06-09 15:53:16	2023-06-09 15:53:16	2023-06-09 15:53:16
473	20c6cf9b66	1	1	gotpsi	p247086	0.00	1.00	0.00	NULL	0.00	1.00	1.00	3.00	5.00	3.00	3.00	3.00	3.00	5.00	5.00	5.00	Round,Rock,Trees,,	84	0	0.96	1	2023-06-09 17:33:38	2023-06-09 17:33:38	2023-06-09 17:33:38
474	20c6cf9b66	1	2	gotpsi	p72013	0.00	1.00	1.00	NULL	0.00	0.00	1.00	1.00	5.00	5.00	3.00	3.00	3.00	5.00	5.00	5.00	Terrain,Elevated,Green,,	77	0_100	-0.74	1	2023-06-09 17:35:03	2023-06-09 17:35:03	2023-06-09 17:35:03
475	8f75ebcd08	1	1	gotpsi	p21085	1.00	0.00	1.00	NULL	1.00	1.00	1.00	1.00	4.00	1.00	1.00	1.00	5.00	4.00	1.00	3.00	House,Desert,Brown,,	53	0	-1.56	1	2023-06-09 17:44:51	2023-06-09 17:44:51	2023-06-09 17:44:51
476	8f75ebcd08	1	2	gotpsi	p1035	1.00	1.00	0.00	NULL	1.00	0.00	0.00	5.00	1.00	5.00	1.00	1.00	2.00	5.00	2.00	4.00	Grass,Sky,Lake,,	38	0_100	-1.69	1	2023-06-09 17:45:34	2023-06-09 17:45:34	2023-06-09 17:45:34
477	59b5d6e957	1	1	GotPsi	ph02844j	0.00	1.00	0.00	NULL	1.00	0.00	0.00	2.00	1.00	5.00	1.00	1.00	3.00	4.00	1.00	5.00	flower,vault,clouds,,	156	0	0.76	1	2023-06-09 17:51:56	2023-06-09 17:51:56	2023-06-09 17:51:56
478	2d87584287	4	1	GotPsi	400008	0.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	5.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	person,face,expression,,	76	0	1.39	1	2023-06-09 19:09:52	2023-06-09 19:09:52	2023-06-09 19:09:52
479	2d87584287	4	1	GotPsi	j0178843	1.00	0.00	0.00	NULL	1.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	4.00	3.00	1.00	5.00	building,southern,outside,,	72	0	-0.76	1	2023-06-09 19:11:11	2023-06-09 19:11:11	2023-06-09 19:11:11
480	2d87584287	4	1	GotPsi	p27071	1.00	0.00	0.00	NULL	1.00	1.00	0.00	3.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	sponge,close up,no movement,,	55	0	-0.48	1	2023-06-09 19:14:25	2023-06-09 19:14:25	2023-06-09 19:14:25
481	20c6cf9b66	1	1	gotpsi	j0145707	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	1.00	5.00	1.00	3.00	3.00	5.00	3.00	5.00	Green,Round,Water,,	100	0	0.05	1	2023-06-09 20:33:52	2023-06-09 20:33:52	2023-06-09 20:33:52
482	20c6cf9b66	1	2	gotpsi	p91042	0.00	1.00	1.00	NULL	1.00	0.00	1.00	5.00	1.00	5.00	3.00	3.00	3.00	5.00	3.00	5.00	Nature,Green,Blue,,	58	0_100	0.91	1	2023-06-09 20:34:57	2023-06-09 20:34:57	2023-06-09 20:34:57
483	4f4adcbf8c	1	1	gotpsi	p31001	0.00	1.00	1.00	NULL	0.00	0.00	0.00	3.00	2.00	4.00	1.00	5.00	3.00	5.00	2.00	4.00	Yellow,Gold,Green,Lion,Cat	106	0	-1.69	1	2023-06-09 20:52:39	2023-06-09 20:52:39	2023-06-09 20:52:39
484	4f4adcbf8c	1	2	gotpsi	p1042	0.00	1.00	1.00	NULL	1.00	1.00	0.00	3.00	3.00	4.00	2.00	4.00	3.00	5.00	3.00	5.00	Monkey,Black,Teeth,Mouth,Gorilla	62	0_100	0.22	1	2023-06-09 20:53:44	2023-06-09 20:53:44	2023-06-09 20:53:44
485	20c6cf9b66	1	1	gotpsi	400021	0.00	0.00	0.00	NULL	1.00	0.00	1.00	5.00	3.00	5.00	3.00	3.00	3.00	5.00	1.00	5.00	Building,Green,Lillies,,	51	0	-0.25	1	2023-06-09 20:58:35	2023-06-09 20:58:35	2023-06-09 20:58:35
486	20c6cf9b66	1	2	gotpsi	p96057	0.00	0.00	0.00	NULL	1.00	0.00	1.00	5.00	5.00	3.00	3.00	1.00	3.00	1.00	3.00	5.00	Bridge,Water,Rock,,	50	0_100	0.87	1	2023-06-09 20:59:32	2023-06-09 20:59:32	2023-06-09 20:59:32
487	82d9256209	1	1	gotpsi	j0289938	0.00	1.00	0.00	NULL	0.00	0.00	0.00	4.00	2.00	3.00	2.00	2.00	3.00	4.00	4.00	4.00	colorful,yellow,red,blue,sail	63	0	0.37	1	2023-06-09 21:22:22	2023-06-09 21:22:22	2023-06-09 21:22:22
488	82d9256209	1	2	gotpsi	400040	0.00	1.00	1.00	NULL	1.00	1.00	0.00	2.00	2.00	3.00	3.00	3.00	3.00	3.00	3.00	2.00	cup,flower,white,close,	88	0_100	-0.21	1	2023-06-09 21:23:58	2023-06-09 21:23:58	2023-06-09 21:23:58
489	476599a230	1	1	gotpsi	400022	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	3.00	4.00	5.00	1.00	3.00	4.00	1.00	2.00	fruit,vegetables,painting,dark,lifelike	122	0	0.10	1	2023-06-09 21:45:45	2023-06-09 21:45:45	2023-06-09 21:45:45
490	476599a230	1	2	gotpsi	ph02786j	0.00	0.00	1.00	NULL	1.00	0.00	0.00	2.00	5.00	3.00	1.00	2.00	4.00	3.00	4.00	5.00	golf,sweat,sundown,sports,	2502	0_100	0.52	1	2023-06-09 22:27:33	2023-06-09 22:27:33	2023-06-09 22:27:33
491	d2f9efba65	1	1	gotpsi	p13096	0.00	1.00	1.00	NULL	0.00	1.00	0.00	1.00	4.00	4.00	5.00	1.00	3.00	4.00	4.00	5.00	Rice,Bride,Wedding,Groom,Guests	1043	0	0.47	1	2023-06-09 23:10:43	2023-06-09 23:10:43	2023-06-09 23:10:43
492	0f90e85205	1	1	gotpsi	p35011	0.00	0.00	0.00	NULL	1.00	1.00	0.00	2.00	1.00	2.00	1.00	1.00	3.00	4.00	2.00	5.00	Parallel,Tubes,Green,Aqua,Blueish	194	0	-1.28	1	2023-06-09 23:42:13	2023-06-09 23:42:13	2023-06-09 23:42:13
493	0f90e85205	1	2	gotpsi	p13000	0.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	3.00	1.00	2.00	3.00	5.00	1.00	5.00	Petal,White,Clover,,	86	0_100	-0.30	1	2023-06-09 23:43:52	2023-06-09 23:43:52	2023-06-09 23:43:52
494	6e6f826db5	1	1	gotpsi	p113044	0.00	1.00	1.00	NULL	0.00	0.00	0.00	5.00	1.00	5.00	2.00	1.00	3.00	5.00	1.00	5.00	Land view,Clouds,Water,,	76	0	-2.21	1	2023-06-09 23:59:02	2023-06-09 23:59:02	2023-06-09 23:59:02
495	6e6f826db5	1	2	gotpsi	400039	0.00	1.00	0.00	NULL	1.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	3.00	Geometric,Illusion,Photo,,	62	0_100	0.17	1	2023-06-10 00:00:07	2023-06-10 00:00:07	2023-06-10 00:00:07
496	d2f9efba65	1	2	gotpsi	p121036	0.00	1.00	0.00	NULL	1.00	0.00	0.00	1.00	1.00	2.00	1.00	1.00	3.00	2.00	2.00	2.00	Balloons,Horizon,Basket,Colors,	3004	0_100	-0.20	1	2023-06-10 00:01:28	2023-06-10 00:01:28	2023-06-10 00:01:28
497	d66d90b56a	1	1	gotpsi	ph02969j	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	2.00	3.00	2.00	5.00	1.00	4.00	3.00	5.00	Woolley,White,Cold,Animal,Blue	86	0	-1.85	1	2023-06-10 00:44:02	2023-06-10 00:44:02	2023-06-10 00:44:02
498	d66d90b56a	1	2	gotpsi	p46014	0.00	0.00	0.00	NULL	0.00	0.00	0.00	5.00	3.00	2.00	2.00	3.00	3.00	4.00	3.00	4.00	Dusk,Orange,Wood,Pier,Lake	83	0_100	-1.00	1	2023-06-10 00:45:40	2023-06-10 00:45:40	2023-06-10 00:45:40
499	eb2bfb01f6	1	1	GotPsi	p46014	0.00	1.00	0.00	NULL	0.00	0.00	1.00	5.00	1.00	3.00	1.00	2.00	1.00	5.00	1.00	5.00	WHITE,SNOW,HILLS,TREE,SKY	107	0	-0.47	1	2023-06-10 03:10:06	2023-06-10 03:10:06	2023-06-10 03:10:06
500	eb2bfb01f6	1	1	GotPsi	400072	0.00	0.00	0.00	NULL	0.00	0.00	0.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	3.00	GREEN,RED,PEOPLE,,	112	0	-0.14	1	2023-06-10 03:12:07	2023-06-10 03:12:07	2023-06-10 03:12:07
501	eb2bfb01f6	1	1	GotPsi	p27025	1.00	0.00	0.00	NULL	1.00	0.00	0.00	5.00	5.00	5.00	1.00	2.00	3.00	5.00	3.00	4.00	GREEN,SUNSHINE,WATER,,	152	0	0.07	1	2023-06-10 03:14:49	2023-06-10 03:14:49	2023-06-10 03:14:49
502	eb2bfb01f6	1	1	GotPsi	400072	0.00	1.00	0.00	NULL	1.00	0.00	0.00	3.00	4.00	2.00	1.00	3.00	3.00	3.00	3.00	5.00	GREEN,SNOW,WATER,,	51	0	-0.63	1	2023-06-10 03:15:50	2023-06-10 03:15:50	2023-06-10 03:15:50
503	eb2bfb01f6	1	1	GotPsi	p149050	1.00	0.00	0.00	NULL	0.00	0.00	1.00	3.00	3.00	2.00	1.00	5.00	5.00	5.00	3.00	5.00	HORSE,MAN,RIDING,,	58	0	-1.74	1	2023-06-10 03:16:59	2023-06-10 03:16:59	2023-06-10 03:16:59
504	eb2bfb01f6	1	1	GotPsi	p1103	1.00	1.00	1.00	NULL	0.00	0.00	0.00	2.00	1.00	4.00	1.00	3.00	3.00	3.00	3.00	1.00	HOUSE,ROAD,RED,,	80	0	1.56	1	2023-06-10 03:18:23	2023-06-10 03:18:23	2023-06-10 03:18:23
505	eb2bfb01f6	1	1	GotPsi	p1001	0.00	1.00	0.00	NULL	1.00	0.00	0.00	2.00	2.00	5.00	3.00	5.00	5.00	5.00	3.00	5.00	GREEN,SUNSHINE,WATER,,	75	0	-0.09	1	2023-06-10 03:19:48	2023-06-10 03:19:48	2023-06-10 03:19:48
506	eb2bfb01f6	1	1	GotPsi	ph02809j	0.00	0.00	1.00	NULL	1.00	1.00	0.00	1.00	3.00	3.00	1.00	1.00	3.00	3.00	3.00	4.00	BIKE,HOUSE,ROAD,,	73	0	0.14	1	2023-06-10 03:21:04	2023-06-10 03:21:04	2023-06-10 03:21:04
507	eb2bfb01f6	1	1	GotPsi	400007	1.00	0.00	0.00	NULL	1.00	0.00	0.00	2.00	5.00	2.00	1.00	1.00	3.00	3.00	3.00	4.00	DOGS,MAN,WOMEN,,	92	0	2.21	1	2023-06-10 03:22:46	2023-06-10 03:22:46	2023-06-10 03:22:46
508	8cc2bc8742	1	1	gotpsi	p1114	0.00	0.00	1.00	NULL	1.00	1.00	0.00	1.00	3.00	2.00	1.00	1.00	4.00	2.00	4.00	4.00	red,Money,Stone,,	313	0	-0.61	1	2023-06-10 05:56:30	2023-06-10 05:56:30	2023-06-10 05:56:30
509	8cc2bc8742	1	2	gotpsi	400042	1.00	1.00	1.00	NULL	0.00	0.00	1.00	4.00	3.00	5.00	1.00	1.00	2.00	5.00	2.00	5.00	spire,Peaks,cold,,	329	0_100	-0.43	1	2023-06-10 06:02:20	2023-06-10 06:02:20	2023-06-10 06:02:20
510	59b5d6e957	1	1	GotPsi	j0178355	1.00	1.00	1.00	NULL	0.00	0.00	0.00	3.00	1.00	2.00	1.00	2.00	2.00	5.00	3.00	4.00	white,blue,snow,,	124	0	-1.12	1	2023-06-10 06:10:59	2023-06-10 06:10:59	2023-06-10 06:10:59
511	59b5d6e957	1	1	GotPsi	400052	0.00	1.00	1.00	NULL	0.00	0.00	0.00	1.00	2.00	2.00	2.00	2.00	3.00	4.00	2.00	2.00	sun,evening,forest,,	166	0	1.74	1	2023-06-10 12:37:52	2023-06-10 12:37:52	2023-06-10 12:37:52
512	fff8c30e58	1	1	GotPsi	p10046	0.00	0.00	0.00	NULL	1.00	1.00	1.00	4.00	5.00	3.00	3.00	3.00	2.00	1.00	1.00	2.00	black,metal,cube,,	43	0	-0.52	1	2023-06-10 14:29:47	2023-06-10 14:29:47	2023-06-10 14:29:47
513	fff8c30e58	1	1	GotPsi	p56011	0.00	1.00	1.00	NULL	1.00	0.00	0.00	4.00	4.00	5.00	3.00	3.00	5.00	5.00	1.00	5.00	grapes,grapevine,plant,,	38	0	-0.20	1	2023-06-10 14:30:28	2023-06-10 14:30:28	2023-06-10 14:30:28
514	1ace86a860	1	1	gotpsi	p145059	0.00	1.00	0.00	NULL	1.00	1.00	0.00	3.00	4.00	4.00	2.00	2.00	3.00	5.00	3.00	5.00	Natural,Easy,Pleasant,Soft,Optimistic	108	0	0.22	1	2023-06-10 19:29:29	2023-06-10 19:29:29	2023-06-10 19:29:29
515	1ace86a860	1	2	gotpsi	p19031	1.00	1.00	1.00	NULL	0.00	1.00	1.00	1.00	3.00	3.00	2.00	4.00	1.00	3.00	2.00	3.00	Hard,Cold,Sharp,Dynamic,Fun	70	0_100	0.39	1	2023-06-10 19:30:47	2023-06-10 19:30:47	2023-06-10 19:30:47
516	283f666c49	1	1	gotpsi	p134006	0.00	0.00	0.00	NULL	1.00	1.00	0.00	1.00	2.00	2.00	1.00	2.00	5.00	4.00	2.00	5.00	pots,desert,daytimw,,	67	0	-0.10	1	2023-06-10 19:58:32	2023-06-10 19:58:32	2023-06-10 19:58:32
517	283f666c49	1	2	gotpsi	400058	0.00	0.00	1.00	NULL	1.00	1.00	0.00	2.00	5.00	2.00	3.00	2.00	3.00	2.00	5.00	5.00	funfair,night,neon,,	52	0_100	-2.36	1	2023-06-10 19:59:31	2023-06-10 19:59:31	2023-06-10 19:59:31
518	59b5d6e957	1	1	GotPsi	400076	0.00	0.00	0.00	NULL	0.00	1.00	0.00	1.00	1.00	2.00	2.00	1.00	3.00	4.00	3.00	2.00	klock,wall,box,,	136	0	0.70	1	2023-06-10 20:00:11	2023-06-10 20:00:11	2023-06-10 20:00:11
519	2d75bac27a	1	1	gotpsi	p40018	0.00	1.00	0.00	NULL	1.00	0.00	1.00	5.00	1.00	5.00	1.00	1.00	3.00	5.00	1.00	5.00	lake,forest,summer,,	94	0	-0.10	1	2023-06-10 21:23:11	2023-06-10 21:23:11	2023-06-10 21:23:11
520	2d75bac27a	1	2	gotpsi	400072	1.00	1.00	1.00	NULL	1.00	1.00	1.00	1.00	1.00	3.00	1.00	5.00	3.00	5.00	2.00	5.00	leopard,cat,animal,,	75	0_100	-0.25	1	2023-06-10 21:24:32	2023-06-10 21:24:32	2023-06-10 21:24:32
521	8c0e8dcf0f	1	1	GotPsi	p113037	0.00	1.00	1.00	NULL	1.00	0.00	1.00	5.00	5.00	1.00	1.00	2.00	4.00	5.00	5.00	5.00	Person,Surf,Ocean,,	52	0	-0.49	1	2023-06-10 23:21:22	2023-06-10 23:21:22	2023-06-10 23:21:22
522	8c0e8dcf0f	1	1	GotPsi	400059	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	4.00	5.00	5.00	5.00	5.00	5.00	5.00	5.00	Rice,Farm,Plants,,	48	0	0.36	1	2023-06-10 23:22:20	2023-06-10 23:22:20	2023-06-10 23:22:20
523	20c6cf9b66	1	1	gotpsi	p91093	1.00	0.00	1.00	NULL	0.00	0.00	0.00	1.00	1.00	3.00	1.00	3.00	3.00	5.00	3.00	5.00	Terrain,Sculpture,View,,	89	0	-0.41	1	2023-06-11 04:00:24	2023-06-11 04:00:24	2023-06-11 04:00:24
524	20c6cf9b66	1	1	gotpsi	p170010	1.00	0.00	1.00	NULL	0.00	0.00	0.00	3.00	1.00	4.00	2.00	3.00	3.00	5.00	3.00	5.00	Terrain,Outdoor,View,Green,Orange	69	0	-0.31	1	2023-06-11 04:01:38	2023-06-11 04:01:38	2023-06-11 04:01:38
525	59b5d6e957	1	1	GotPsi	j0202015	0.00	0.00	1.00	NULL	1.00	1.00	0.00	2.00	3.00	2.00	2.00	2.00	4.00	3.00	4.00	4.00	bikes,house,street,,	154	0	-0.05	1	2023-06-11 04:52:26	2023-06-11 04:52:26	2023-06-11 04:52:26
526	59b5d6e957	1	1	GotPsi	p87068	0.00	0.00	1.00	NULL	0.00	1.00	0.00	1.00	4.00	3.00	4.00	2.00	3.00	2.00	3.00	1.00	candy,smooth,green,,	185	0	-0.49	1	2023-06-11 04:55:45	2023-06-11 04:55:45	2023-06-11 04:55:45
527	59b5d6e957	1	1	GotPsi	j0175402	0.00	0.00	1.00	NULL	0.00	1.00	0.00	3.00	3.00	4.00	1.00	2.00	3.00	4.00	3.00	5.00	building,tree,wood,,	599	0	1.45	1	2023-06-11 06:13:35	2023-06-11 06:13:35	2023-06-11 06:13:35
528	59b5d6e957	1	1	GotPsi	p74015	0.00	1.00	0.00	NULL	0.00	0.00	1.00	2.00	3.00	3.00	2.00	2.00	4.00	4.00	4.00	5.00	wheel,round,fun,,	135	0	-0.52	1	2023-06-11 06:58:50	2023-06-11 06:58:50	2023-06-11 06:58:50
529	59b5d6e957	1	1	GotPsi	p30083	0.00	1.00	1.00	NULL	1.00	0.00	1.00	2.00	1.00	1.00	1.00	1.00	2.00	3.00	2.00	3.00	space,stars,future,,	150	0	-1.14	1	2023-06-11 07:01:42	2023-06-11 07:01:42	2023-06-11 07:01:42
530	59b5d6e957	1	1	GotPsi	400094	1.00	0.00	0.00	NULL	0.00	0.00	1.00	1.00	3.00	2.00	1.00	2.00	3.00	2.00	4.00	5.00	car,tower,round,,	150	0	0.47	1	2023-06-11 07:04:57	2023-06-11 07:04:57	2023-06-11 07:04:57
531	59b5d6e957	1	1	GotPsi	400062	1.00	0.00	0.00	NULL	0.00	0.00	1.00	2.00	4.00	3.00	1.00	3.00	4.00	4.00	4.00	4.00	celebreation,summer,flag,,	95	0	-0.49	1	2023-06-11 07:14:38	2023-06-11 07:14:38	2023-06-11 07:14:38
532	236545b4bc	1	1	gotpsi	p157045	0.00	1.00	0.00	NULL	0.00	1.00	0.00	5.00	2.00	3.00	1.00	4.00	3.00	4.00	3.00	4.00	blue,green,yellow,,	58	0	2.61	1	2023-06-11 08:19:26	2023-06-11 08:19:26	2023-06-11 08:19:26
533	236545b4bc	1	2	gotpsi	400073	1.00	0.00	0.00	NULL	0.00	1.00	0.00	3.00	4.00	4.00	3.00	3.00	3.00	4.00	4.00	4.00	brown,round,pink,,	56	0_100	0.25	1	2023-06-11 08:20:27	2023-06-11 08:20:27	2023-06-11 08:20:27
534	fff8c30e58	1	1	GotPsi	p145059	0.00	1.00	1.00	NULL	1.00	0.00	1.00	3.00	4.00	4.00	4.00	5.00	4.00	2.00	1.00	5.00	ape,gorilla,monkey,,	43	0	0.17	1	2023-06-11 12:45:07	2023-06-11 12:45:07	2023-06-11 12:45:07
535	e9390c54e4	1	1	gotpsi	p170071	0.00	1.00	1.00	NULL	0.00	0.00	1.00	1.00	2.00	3.00	1.00	3.00	3.00	5.00	5.00	5.00	Bulidings,Desert,City,,	202	0	-0.41	1	2023-06-11 18:23:58	2023-06-11 18:23:58	2023-06-11 18:23:58
536	e9390c54e4	1	2	gotpsi	400018	0.00	1.00	1.00	NULL	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	2.00	5.00	5.00	5.00	Clouds,Airplane,Vapor,,	156	0_100	0.17	1	2023-06-11 18:26:38	2023-06-11 18:26:38	2023-06-11 18:26:38
537	8a2808b850	1	1	gotpsi	j0289938	1.00	0.00	0.00	NULL	1.00	0.00	1.00	5.00	1.00	5.00	2.00	2.00	2.00	5.00	3.00	5.00	River,countryside,autumn,yellows,greens	134	0	2.61	1	2023-06-12 08:50:08	2023-06-12 08:50:08	2023-06-12 08:50:08
538	8a2808b850	1	2	gotpsi	p49034	0.00	1.00	0.00	NULL	0.00	1.00	1.00	5.00	1.00	1.00	3.00	5.00	1.00	5.00	3.00	5.00	Frozen,seal,ice,water,cold	91	0_100	-0.70	1	2023-06-12 08:51:50	2023-06-12 08:51:50	2023-06-12 08:51:50
539	bda1283c07	4	1	GotPsi	p23027	0.00	1.00	0.00	NULL	1.00	0.00	1.00	1.00	2.00	1.00	1.00	1.00	4.00	4.00	3.00	5.00	blue,sky,clouds,,	70	0	1.52	1	2023-06-12 08:52:28	2023-06-12 08:52:28	2023-06-12 08:52:28
540	bda1283c07	4	1	GotPsi	p29024	1.00	0.00	0.00	NULL	0.00	1.00	1.00	2.00	4.00	2.00	1.00	1.00	3.00	1.00	1.00	2.00	house,windows,squares,,	50	0	-1.18	1	2023-06-12 08:53:27	2023-06-12 08:53:27	2023-06-12 08:53:27
541	59b5d6e957	1	1	GotPsi	p1010	0.00	1.00	1.00	NULL	1.00	0.00	0.00	2.00	3.00	3.00	1.00	2.00	3.00	4.00	3.00	4.00	blue,white,shadow,,	212	0	0.36	1	2023-06-12 09:11:18	2023-06-12 09:11:18	2023-06-12 09:11:18
542	59b5d6e957	1	1	GotPsi	400034	1.00	0.00	1.00	NULL	0.00	0.00	0.00	3.00	4.00	3.00	1.00	2.00	4.00	5.00	4.00	5.00	chidren,boll,grass,,	1633	0	-0.84	1	2023-06-12 09:39:22	2023-06-12 09:39:22	2023-06-12 09:39:22
543	59b5d6e957	1	1	GotPsi	p31001	0.00	1.00	0.00	NULL	0.00	0.00	1.00	2.00	3.00	3.00	1.00	1.00	3.00	3.00	3.00	2.00	liquid,bottle,table,,	160	0	-2.21	1	2023-06-12 09:42:11	2023-06-12 09:42:11	2023-06-12 09:42:11
544	59b5d6e957	1	1	GotPsi	j0145798	1.00	1.00	1.00	NULL	0.00	0.00	1.00	3.00	2.00	4.00	3.00	4.00	3.00	3.00	2.00	4.00	tree,bird,eyes,,	201	0	-1.18	1	2023-06-12 09:46:12	2023-06-12 09:46:12	2023-06-12 09:46:12
545	9e6cd99660	1	1	gotpsi	p1056	0.00	1.00	0.00	NULL	1.00	1.00	0.00	4.00	2.00	3.00	1.00	2.00	2.00	4.00	4.00	3.00	Blue,Line,Cool,,	65	0	0.07	1	2023-06-12 13:05:20	2023-06-12 13:05:20	2023-06-12 13:05:20
546	9e6cd99660	1	2	gotpsi	400087	1.00	0.00	1.00	NULL	1.00	0.00	0.00	2.00	5.00	3.00	4.00	5.00	2.00	1.00	4.00	3.00	Light,Flower,Balloon,,	46	0_100	0.12	1	2023-06-12 13:06:17	2023-06-12 13:06:17	2023-06-12 13:06:17
